Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,Plan Duration
Basic,10,8/8/2022,6/7/2023,Canada,39,Male,Smart TV,1 Month
Standard,14,13-08-22,4/7/2023,United Kingdom,36,Male,Smartphone,1 Month
Premium,11,14-08-22,6/7/2023,Australia,27,Female,Smartphone,1 Month
Basic,11,23-08-22,4/7/2023,Germany,49,Male,Smart TV,1 Month
Premium,14,27-08-22,6/7/2023,France,31,Male,Laptop,1 Month
Basic,10,31-08-22,5/7/2023,Brazil,36,Male,Laptop,1 Month
Standard,14,9/9/2022,6/7/2023,Mexico,41,Female,Tablet,1 Month
Standard,10,10/9/2022,4/7/2023,Spain,45,Female,Laptop,1 Month
Basic,14,12/9/2022,5/7/2023,Italy,45,Male,Smart TV,1 Month
Premium,11,17-09-22,5/7/2023,Spain,32,Male,Smart TV,1 Month
Basic,13,21-09-22,6/7/2023,Spain,41,Female,Smartphone,1 Month
Standard,11,2/10/2022,3/7/2023,United States,37,Male,Smart TV,1 Month
Premium,10,4/10/2022,5/7/2023,Canada,27,Male,Laptop,1 Month
Basic,14,6/10/2022,4/7/2023,United States,41,Male,Laptop,1 Month
Premium,13,7/10/2022,6/7/2023,United States,30,Female,Smart TV,1 Month
Basic,12,8/10/2022,4/7/2023,Canada,43,Male,Smartphone,1 Month
Standard,12,11/10/2022,5/7/2023,United Kingdom,51,Male,Laptop,1 Month
Standard,12,13-10-22,4/7/2023,Australia,46,Female,Smart TV,1 Month
Basic,10,15-10-22,6/7/2023,Germany,27,Female,Tablet,1 Month
Premium,10,19-10-22,6/7/2023,France,51,Female,Smartphone,1 Month
Basic,14,21-10-22,6/7/2023,Brazil,28,Female,Laptop,1 Month
Standard,14,23-10-22,5/7/2023,Mexico,33,Male,Smartphone,1 Month
Premium,12,26-10-22,5/7/2023,Spain,31,Female,Laptop,1 Month
Basic,13,27-10-22,6/7/2023,Italy,47,Male,Laptop,1 Month
Premium,10,31-10-22,7/7/2023,Spain,45,Female,Tablet,1 Month
Basic,13,3/11/2022,5/7/2023,Spain,42,Male,Smart TV,1 Month
Standard,15,5/11/2022,6/7/2023,United States,47,Female,Smart TV,1 Month
Standard,12,6/11/2022,6/7/2023,Canada,29,Female,Smart TV,1 Month
Basic,13,3/11/2022,7/7/2023,United States,49,Female,Laptop,1 Month
Premium,14,3/11/2022,4/7/2023,United States,41,Female,Laptop,1 Month
Basic,13,4/11/2022,5/7/2023,Canada,45,Male,Smartphone,1 Month
Standard,14,2/11/2022,6/7/2023,United Kingdom,49,Male,Smart TV,1 Month
Premium,13,27-10-22,6/7/2023,Australia,41,Male,Smart TV,1 Month
Basic,15,27-10-22,4/7/2023,Germany,37,Male,Laptop,1 Month
Premium,14,15-10-22,5/7/2023,France,31,Male,Smartphone,1 Month
Basic,13,3/10/2022,5/7/2023,Brazil,29,Male,Smartphone,1 Month
Standard,10,25-09-22,5/7/2023,Mexico,51,Female,Smart TV,1 Month
Standard,12,16-09-22,3/7/2023,Spain,33,Male,Smart TV,1 Month
Basic,12,14-09-22,4/7/2023,Italy,31,Male,Smartphone,1 Month
Premium,11,11/9/2022,5/7/2023,Spain,42,Female,Laptop,1 Month
Basic,15,9/9/2022,5/7/2023,Spain,48,Female,Laptop,1 Month
Standard,13,12/8/2022,3/7/2023,United States,37,Female,Laptop,1 Month
Premium,13,4/8/2022,6/7/2023,Canada,51,Female,Smartphone,1 Month
Basic,12,4/8/2022,6/7/2023,United States,29,Female,Tablet,1 Month
Basic,13,31-07-22,5/7/2023,United States,46,Male,Tablet,1 Month
Basic,15,29-07-22,3/7/2023,Canada,35,Male,Smart TV,1 Month
Standard,15,14-07-22,5/7/2023,United Kingdom,44,Female,Smartphone,1 Month
Premium,12,13-07-22,6/7/2023,Australia,36,Male,Smart TV,1 Month
Basic,14,11/7/2022,5/7/2023,Germany,38,Female,Tablet,1 Month
Basic,12,12/7/2022,3/7/2023,France,36,Male,Smart TV,1 Month
Premium,14,11/7/2022,5/7/2023,Brazil,40,Female,Laptop,1 Month
Standard,10,2/7/2022,5/7/2023,Mexico,29,Male,Laptop,1 Month
Standard,11,30-06-22,6/7/2023,Spain,32,Male,Smart TV,1 Month
Basic,12,30-06-22,5/7/2023,Italy,30,Male,Laptop,1 Month
Premium,10,29-06-22,5/7/2023,Spain,47,Male,Smartphone,1 Month
Standard,15,30-06-22,4/7/2023,Spain,28,Female,Tablet,1 Month
Basic,11,24-06-22,5/7/2023,United States,49,Male,Laptop,1 Month
Standard,12,25-06-22,4/7/2023,Canada,50,Male,Smartphone,1 Month
Premium,11,25-06-22,7/7/2023,United States,33,Male,Smart TV,1 Month
Basic,13,26-06-22,4/7/2023,United States,50,Male,Smart TV,1 Month
Premium,10,27-06-22,6/7/2023,Canada,28,Female,Smart TV,1 Month
Standard,12,29-06-22,6/7/2023,United Kingdom,41,Male,Smartphone,1 Month
Basic,12,1/7/2022,7/7/2023,Australia,30,Female,Smartphone,1 Month
Standard,10,3/7/2022,4/7/2023,Germany,32,Male,Smart TV,1 Month
Premium,15,12/7/2022,7/7/2023,France,50,Male,Laptop,1 Month
Basic,11,15-07-22,5/7/2023,Brazil,28,Female,Smart TV,1 Month
Standard,13,19-07-22,7/7/2023,Mexico,45,Male,Smart TV,1 Month
Premium,14,27-07-22,5/7/2023,Spain,31,Male,Tablet,1 Month
Basic,11,29-07-22,6/7/2023,Italy,27,Female,Smartphone,1 Month
Premium,11,6/8/2022,5/7/2023,Spain,49,Male,Tablet,1 Month
Basic,10,13-08-22,6/7/2023,Spain,32,Female,Laptop,1 Month
Standard,13,14-08-22,5/7/2023,United States,38,Male,Smart TV,1 Month
Standard,11,20-08-22,7/7/2023,Canada,39,Male,Smartphone,1 Month
Basic,14,24-08-22,4/7/2023,United States,50,Female,Tablet,1 Month
Premium,10,28-08-22,6/7/2023,United States,51,Male,Tablet,1 Month
Basic,15,5/9/2022,5/7/2023,Canada,32,Female,Smart TV,1 Month
Standard,12,10/9/2022,7/7/2023,United Kingdom,45,Female,Smart TV,1 Month
Premium,12,11/9/2022,4/7/2023,Australia,31,Female,Laptop,1 Month
Basic,12,14-09-22,6/7/2023,Germany,44,Male,Smartphone,1 Month
Premium,12,21-09-22,5/7/2023,France,30,Female,Tablet,1 Month
Basic,13,26-09-22,7/7/2023,Brazil,44,Female,Tablet,1 Month
Standard,10,30-09-22,3/7/2023,Mexico,37,Male,Tablet,1 Month
Standard,14,2/10/2022,6/7/2023,Spain,30,Female,Tablet,1 Month
Basic,12,6/10/2022,5/7/2023,Italy,31,Female,Smart TV,1 Month
Premium,15,7/10/2022,6/7/2023,Spain,31,Female,Laptop,1 Month
Basic,15,9/10/2022,6/7/2023,Spain,44,Male,Tablet,1 Month
Standard,10,11/10/2022,5/7/2023,United States,44,Female,Smart TV,1 Month
Premium,14,12/10/2022,5/7/2023,Canada,34,Male,Laptop,1 Month
Basic,12,16-10-22,6/7/2023,United States,42,Male,Laptop,1 Month
Premium,15,17-10-22,7/7/2023,United States,33,Male,Smartphone,1 Month
Basic,11,21-10-22,7/7/2023,Canada,35,Male,Smart TV,1 Month
Standard,15,23-10-22,6/7/2023,United Kingdom,34,Female,Laptop,1 Month
Standard,14,25-10-22,5/7/2023,Australia,47,Male,Tablet,1 Month
Basic,13,27-10-22,6/7/2023,Germany,43,Female,Laptop,1 Month
Premium,13,29-10-22,8/7/2023,France,43,Male,Smart TV,1 Month
Basic,13,1/11/2022,5/7/2023,Brazil,35,Female,Smartphone,1 Month
Standard,13,4/11/2022,6/7/2023,Mexico,39,Male,Tablet,1 Month
Premium,10,4/11/2022,6/7/2023,Spain,39,Male,Tablet,1 Month
Basic,11,4/11/2022,7/7/2023,Italy,49,Female,Smart TV,1 Month
Premium,14,5/11/2022,4/7/2023,Spain,30,Male,Tablet,1 Month
Basic,12,2/11/2022,5/7/2023,Spain,31,Female,Tablet,1 Month
Standard,12,3/11/2022,6/7/2023,United States,39,Male,Tablet,1 Month
Standard,14,30-10-22,6/7/2023,Canada,30,Female,Laptop,1 Month
Basic,13,31-10-22,4/7/2023,United States,43,Female,Smartphone,1 Month
Premium,10,14-10-22,5/7/2023,United States,29,Female,Smartphone,1 Month
Basic,14,26-09-22,5/7/2023,Canada,46,Male,Smart TV,1 Month
Standard,15,17-09-22,6/7/2023,United Kingdom,35,Male,Smartphone,1 Month
Premium,12,16-09-22,3/7/2023,Australia,30,Male,Tablet,1 Month
Basic,12,12/9/2022,7/7/2023,Germany,39,Female,Smart TV,1 Month
Premium,14,12/9/2022,6/7/2023,France,41,Male,Laptop,1 Month
Basic,12,29-08-22,5/7/2023,Brazil,27,Male,Smartphone,1 Month
Standard,15,25-08-22,3/7/2023,Mexico,42,Male,Laptop,1 Month
Standard,11,15-08-22,6/7/2023,Spain,45,Female,Tablet,1 Month
Basic,10,11/8/2022,7/7/2023,Italy,36,Female,Smart TV,1 Month
Premium,12,10/8/2022,6/7/2023,Spain,35,Male,Laptop,1 Month
Basic,13,26-07-22,4/7/2023,Spain,38,Male,Smartphone,1 Month
Standard,14,19-07-22,6/7/2023,United States,41,Female,Smart TV,1 Month
Premium,10,17-07-22,6/7/2023,Canada,43,Male,Tablet,1 Month
Basic,13,17-07-22,6/7/2023,United States,44,Male,Tablet,1 Month
Basic,10,17-07-22,4/7/2023,United States,35,Male,Tablet,1 Month
Basic,13,11/7/2022,6/7/2023,Canada,39,Male,Laptop,1 Month
Standard,15,7/7/2022,5/7/2023,United Kingdom,43,Male,Smart TV,1 Month
Premium,10,7/7/2022,6/7/2023,Australia,36,Male,Smart TV,1 Month
Basic,11,8/7/2022,5/7/2023,Germany,49,Female,Laptop,1 Month
Basic,12,6/7/2022,8/7/2023,France,29,Female,Smartphone,1 Month
Premium,10,3/7/2022,4/7/2023,Brazil,45,Male,Tablet,1 Month
Standard,11,30-06-22,6/7/2023,Mexico,44,Female,Laptop,1 Month
Standard,11,27-06-22,4/7/2023,Spain,40,Female,Smart TV,1 Month
Basic,15,26-06-22,8/7/2023,Italy,51,Female,Smart TV,1 Month
Premium,15,27-06-22,5/7/2023,Spain,30,Female,Smart TV,1 Month
Standard,14,28-06-22,8/7/2023,Spain,50,Male,Smart TV,1 Month
Basic,12,30-06-22,6/7/2023,United States,39,Male,Tablet,1 Month
Standard,11,2/7/2022,7/7/2023,Canada,51,Male,Tablet,1 Month
Premium,10,5/7/2022,5/7/2023,United States,42,Male,Laptop,1 Month
Basic,12,11/7/2022,7/7/2023,United States,34,Female,Tablet,1 Month
Premium,12,18-07-22,6/7/2023,Canada,28,Male,Tablet,1 Month
Standard,15,25-07-22,7/7/2023,United Kingdom,43,Male,Tablet,1 Month
Basic,11,28-07-22,6/7/2023,Australia,27,Female,Tablet,1 Month
Standard,13,5/8/2022,8/7/2023,Germany,49,Female,Smart TV,1 Month
Premium,14,9/8/2022,5/7/2023,France,35,Female,Laptop,1 Month
Basic,10,14-08-22,6/7/2023,Brazil,34,Male,Tablet,1 Month
Standard,14,15-08-22,5/7/2023,Mexico,28,Male,Smartphone,1 Month
Premium,15,16-08-22,7/7/2023,Spain,49,Female,Tablet,1 Month
Basic,12,25-08-22,4/7/2023,Italy,51,Female,Tablet,1 Month
Premium,13,27-08-22,6/7/2023,Spain,36,Male,Laptop,1 Month
Basic,13,6/9/2022,6/7/2023,Spain,37,Male,Smart TV,1 Month
Standard,11,8/9/2022,7/7/2023,United States,48,Male,Laptop,1 Month
Standard,13,13-09-22,4/7/2023,Canada,45,Female,Smart TV,1 Month
Basic,11,15-09-22,6/7/2023,United States,39,Male,Tablet,1 Month
Premium,14,19-09-22,5/7/2023,United States,39,Male,Smartphone,1 Month
Basic,15,22-09-22,7/7/2023,Canada,46,Female,Smart TV,1 Month
Standard,13,24-09-22,6/7/2023,United Kingdom,30,Female,Smartphone,1 Month
Premium,10,30-09-22,6/7/2023,Australia,32,Female,Smartphone,1 Month
Basic,11,3/10/2022,5/7/2023,Germany,39,Male,Laptop,1 Month
Premium,15,8/10/2022,7/7/2023,France,35,Female,Smartphone,1 Month
Basic,15,9/10/2022,7/7/2023,Brazil,41,Female,Smartphone,1 Month
Standard,11,12/10/2022,8/7/2023,Mexico,32,Female,Smart TV,1 Month
Standard,14,15-10-22,6/7/2023,Spain,41,Female,Smart TV,1 Month
Basic,14,17-10-22,6/7/2023,Italy,36,Female,Smart TV,1 Month
Premium,15,19-10-22,7/7/2023,Spain,49,Male,Laptop,1 Month
Basic,11,22-10-22,9/7/2023,Spain,30,Female,Smartphone,1 Month
Standard,15,23-10-22,6/7/2023,United States,40,Female,Smartphone,1 Month
Premium,13,27-10-22,7/7/2023,Canada,46,Female,Tablet,1 Month
Basic,11,28-10-22,6/7/2023,United States,30,Female,Smart TV,1 Month
Premium,10,1/11/2022,8/7/2023,United States,48,Male,Laptop,1 Month
Basic,11,4/11/2022,5/7/2023,Canada,50,Male,Tablet,1 Month
Standard,11,5/11/2022,6/7/2023,United Kingdom,27,Male,Smart TV,1 Month
Standard,14,4/11/2022,7/7/2023,Australia,51,Female,Laptop,1 Month
Basic,11,5/11/2022,7/7/2023,Germany,38,Male,Smartphone,1 Month
Premium,10,4/11/2022,5/7/2023,France,39,Male,Laptop,1 Month
Basic,12,5/11/2022,5/7/2023,Brazil,45,Female,Smart TV,1 Month
Standard,12,3/11/2022,6/7/2023,Mexico,29,Male,Laptop,1 Month
Premium,13,31-10-22,7/7/2023,Spain,35,Male,Smartphone,1 Month
Basic,10,26-10-22,4/7/2023,Italy,51,Female,Smart TV,1 Month
Premium,11,16-10-22,6/7/2023,Spain,51,Male,Smart TV,1 Month
Basic,15,16-10-22,7/7/2023,Spain,42,Female,Smartphone,1 Month
Standard,13,17-09-22,6/7/2023,United States,48,Female,Laptop,1 Month
Standard,14,12/9/2022,4/7/2023,Canada,40,Male,Smart TV,1 Month
Basic,13,13-09-22,7/7/2023,United States,39,Male,Smart TV,1 Month
Premium,14,9/9/2022,7/7/2023,United States,44,Male,Laptop,1 Month
Basic,14,3/9/2022,6/7/2023,Canada,27,Female,Laptop,1 Month
Standard,11,31-08-22,5/7/2023,United Kingdom,35,Male,Tablet,1 Month
Premium,14,25-08-22,7/7/2023,Australia,45,Male,Smart TV,1 Month
Basic,12,15-08-22,7/7/2023,Germany,33,Male,Tablet,1 Month
Premium,10,16-08-22,7/7/2023,France,32,Female,Smart TV,1 Month
Basic,11,28-07-22,5/7/2023,Brazil,51,Female,Laptop,1 Month
Standard,10,28-07-22,6/7/2023,Mexico,40,Female,Tablet,1 Month
Standard,15,22-07-22,6/7/2023,Spain,47,Male,Laptop,1 Month
Basic,13,19-07-22,6/7/2023,Italy,42,Male,Smart TV,1 Month
Premium,10,16-07-22,6/7/2023,Spain,41,Male,Tablet,1 Month
Basic,12,15-07-22,9/7/2023,Spain,43,Male,Tablet,1 Month
Standard,11,16-07-22,5/7/2023,United States,42,Female,Tablet,1 Month
Premium,14,9/7/2022,6/7/2023,Canada,28,Male,Smartphone,1 Month
Basic,12,7/7/2022,5/7/2023,United States,40,Female,Laptop,1 Month
Basic,15,7/7/2022,9/7/2023,United States,46,Female,Tablet,1 Month
Basic,11,6/7/2022,5/7/2023,Canada,39,Female,Laptop,1 Month
Standard,15,30-06-22,6/7/2023,United Kingdom,41,Female,Smartphone,1 Month
Premium,15,27-06-22,5/7/2023,Australia,30,Male,Tablet,1 Month
Basic,14,28-06-22,8/7/2023,Germany,32,Male,Tablet,1 Month
Basic,14,28-06-22,6/7/2023,France,38,Male,Smart TV,1 Month
Premium,11,29-06-22,8/7/2023,Brazil,38,Male,Tablet,1 Month
Standard,13,1/7/2022,6/7/2023,Mexico,32,Male,Smartphone,1 Month
Standard,14,3/7/2022,7/7/2023,Spain,27,Male,Tablet,1 Month
Basic,15,4/7/2022,6/7/2023,Italy,50,Female,Tablet,1 Month
Premium,10,10/7/2022,7/7/2023,Spain,30,Male,Smartphone,1 Month
Standard,11,23-07-22,6/7/2023,Spain,49,Male,Smartphone,1 Month
Basic,11,24-07-22,7/7/2023,United States,32,Female,Laptop,1 Month
Standard,14,26-07-22,6/7/2023,Canada,35,Male,Smartphone,1 Month
Premium,12,7/8/2022,8/7/2023,United States,44,Male,Tablet,1 Month
Basic,13,10/8/2022,5/7/2023,United States,49,Female,Laptop,1 Month
Premium,13,14-08-22,6/7/2023,Canada,39,Male,Smartphone,1 Month
Standard,12,16-08-22,6/7/2023,United Kingdom,38,Female,Smartphone,1 Month
Basic,10,20-08-22,8/7/2023,Australia,38,Female,Laptop,1 Month
Standard,11,25-08-22,5/7/2023,Germany,37,Male,Smartphone,1 Month
Premium,11,28-08-22,7/7/2023,France,28,Male,Laptop,1 Month
Basic,11,5/9/2022,6/7/2023,Brazil,49,Male,Tablet,1 Month
Standard,13,8/9/2022,8/7/2023,Mexico,33,Female,Tablet,1 Month
Premium,10,14-09-22,5/7/2023,Spain,48,Male,Tablet,1 Month
Basic,13,16-09-22,6/7/2023,Italy,34,Male,Tablet,1 Month
Premium,13,19-09-22,6/7/2023,Spain,39,Female,Smartphone,1 Month
Basic,15,23-09-22,7/7/2023,Spain,30,Male,Tablet,1 Month
Standard,10,29-09-22,7/7/2023,United States,37,Male,Tablet,1 Month
Standard,10,2/10/2022,6/7/2023,Canada,38,Male,Smart TV,1 Month
Basic,12,8/10/2022,5/7/2023,United States,42,Female,Laptop,1 Month
Premium,15,9/10/2022,7/7/2023,United States,35,Female,Laptop,1 Month
Basic,14,11/10/2022,8/7/2023,Canada,30,Male,Tablet,1 Month
Standard,15,14-10-22,9/7/2023,United Kingdom,48,Female,Smart TV,1 Month
Premium,14,16-10-22,6/7/2023,Australia,48,Male,Tablet,1 Month
Basic,13,18-10-22,7/7/2023,Germany,32,Male,Laptop,1 Month
Premium,15,22-10-22,7/7/2023,France,27,Male,Smart TV,1 Month
Basic,10,23-10-22,9/7/2023,Brazil,48,Female,Laptop,1 Month
Standard,12,26-10-22,6/7/2023,Mexico,33,Male,Laptop,1 Month
Standard,13,27-10-22,7/7/2023,Spain,28,Male,Smartphone,1 Month
Basic,15,31-10-22,7/7/2023,Italy,46,Male,Laptop,1 Month
Premium,11,1/11/2022,8/7/2023,Spain,40,Male,Laptop,1 Month
Basic,13,3/11/2022,5/7/2023,Spain,49,Male,Smartphone,1 Month
Standard,14,4/11/2022,6/7/2023,United States,41,Female,Tablet,1 Month
Premium,13,5/11/2022,7/7/2023,Canada,38,Male,Tablet,1 Month
Basic,13,5/11/2022,7/7/2023,United States,42,Female,Laptop,1 Month
Premium,13,5/11/2022,5/7/2023,United States,27,Female,Smart TV,1 Month
Basic,12,5/11/2022,6/7/2023,Canada,41,Female,Tablet,1 Month
Standard,13,3/11/2022,7/7/2023,United Kingdom,41,Female,Tablet,1 Month
Standard,11,27-10-22,7/7/2023,Australia,49,Male,Laptop,1 Month
Basic,14,24-10-22,4/7/2023,Germany,28,Female,Smartphone,1 Month
Premium,13,17-10-22,7/7/2023,France,44,Male,Laptop,1 Month
Basic,11,6/10/2022,7/7/2023,Brazil,47,Female,Tablet,1 Month
Standard,12,18-09-22,6/7/2023,Mexico,29,Male,Tablet,1 Month
Premium,10,17-09-22,4/7/2023,Spain,31,Female,Laptop,1 Month
Basic,12,13-09-22,8/7/2023,Italy,28,Female,Smart TV,1 Month
Premium,15,9/9/2022,7/7/2023,Spain,32,Male,Smart TV,1 Month
Basic,12,2/9/2022,7/7/2023,Spain,43,Male,Smartphone,1 Month
Standard,13,1/9/2022,6/7/2023,United States,48,Male,Smart TV,1 Month
Standard,10,16-08-22,7/7/2023,Canada,28,Male,Laptop,1 Month
Basic,14,17-08-22,7/7/2023,United States,31,Female,Tablet,1 Month
Premium,15,29-07-22,7/7/2023,United States,47,Male,Laptop,1 Month
Basic,13,28-07-22,6/7/2023,Canada,39,Female,Smartphone,1 Month
Standard,13,25-07-22,7/7/2023,United Kingdom,35,Male,Smartphone,1 Month
Premium,10,26-07-22,6/7/2023,Australia,42,Female,Smartphone,1 Month
Basic,11,17-07-22,7/7/2023,Germany,30,Male,Smart TV,1 Month
Premium,14,16-07-22,6/7/2023,France,34,Male,Smartphone,1 Month
Basic,11,17-07-22,9/7/2023,Brazil,35,Male,Smartphone,1 Month
Standard,12,16-07-22,6/7/2023,Mexico,31,Female,Tablet,1 Month
Standard,14,16-07-22,7/7/2023,Spain,36,Female,Tablet,1 Month
Basic,14,12/7/2022,6/7/2023,Italy,31,Female,Laptop,1 Month
Premium,11,10/7/2022,9/7/2023,Spain,32,Male,Smart TV,1 Month
Basic,10,8/7/2022,7/7/2023,Spain,46,Female,Smartphone,1 Month
Standard,15,29-06-22,7/7/2023,United States,30,Male,Tablet,1 Month
Premium,12,29-06-22,6/7/2023,Canada,46,Male,Laptop,1 Month
Basic,12,28-06-22,8/7/2023,United States,44,Female,Tablet,1 Month
Basic,12,29-06-22,6/7/2023,United States,34,Male,Tablet,1 Month
Basic,13,1/7/2022,8/7/2023,Canada,31,Male,Tablet,1 Month
Standard,13,2/7/2022,6/7/2023,United Kingdom,34,Male,Smart TV,1 Month
Premium,12,4/7/2022,8/7/2023,Australia,28,Male,Laptop,1 Month
Basic,10,8/7/2022,7/7/2023,Germany,36,Female,Smartphone,1 Month
Basic,14,20-07-22,9/7/2023,France,48,Female,Laptop,1 Month
Premium,13,23-07-22,6/7/2023,Brazil,40,Male,Smartphone,1 Month
Standard,15,26-07-22,7/7/2023,Mexico,35,Male,Smartphone,1 Month
Standard,11,30-07-22,7/7/2023,Spain,41,Male,Laptop,1 Month
Basic,10,8/8/2022,8/7/2023,Italy,28,Female,Smartphone,1 Month
Premium,12,13-08-22,5/7/2023,Spain,37,Male,Tablet,1 Month
Standard,12,14-08-22,7/7/2023,Spain,33,Male,Smartphone,1 Month
Basic,15,16-08-22,6/7/2023,United States,27,Female,Tablet,1 Month
Standard,14,19-08-22,8/7/2023,Canada,35,Male,Tablet,1 Month
Premium,10,27-08-22,6/7/2023,United States,27,Male,Smartphone,1 Month
Basic,15,4/9/2022,7/7/2023,United States,29,Female,Smartphone,1 Month
Premium,12,5/9/2022,6/7/2023,Canada,28,Female,Laptop,1 Month
Standard,12,13-09-22,8/7/2023,United Kingdom,33,Female,Smartphone,1 Month
Basic,10,16-09-22,5/7/2023,Australia,35,Female,Smartphone,1 Month
Standard,15,18-09-22,6/7/2023,Germany,37,Female,Laptop,1 Month
Premium,12,20-09-22,6/7/2023,France,31,Male,Smartphone,1 Month
Basic,13,29-09-22,7/7/2023,Brazil,27,Male,Laptop,1 Month
Standard,11,30-09-22,8/7/2023,Mexico,48,Male,Tablet,1 Month
Premium,15,4/10/2022,10/7/2023,Spain,30,Female,Smart TV,1 Month
Basic,14,8/10/2022,7/7/2023,Italy,45,Male,Tablet,1 Month
Premium,14,10/10/2022,7/7/2023,Spain,28,Male,Smart TV,1 Month
Basic,12,12/10/2022,8/7/2023,Spain,30,Female,Laptop,1 Month
Standard,15,14-10-22,10/7/2023,United States,48,Male,Smartphone,1 Month
Standard,10,16-10-22,7/7/2023,Canada,37,Female,Laptop,1 Month
Basic,15,21-10-22,7/7/2023,United States,28,Female,Smartphone,1 Month
Premium,14,23-10-22,7/7/2023,United States,43,Female,Tablet,1 Month
Basic,10,25-10-22,9/7/2023,Canada,36,Male,Laptop,1 Month
Standard,15,26-10-22,6/7/2023,United Kingdom,47,Male,Laptop,1 Month
Premium,10,29-10-22,7/7/2023,Australia,42,Male,Smart TV,1 Month
Basic,15,31-10-22,7/7/2023,Germany,50,Male,Laptop,1 Month
Premium,13,2/11/2022,8/7/2023,France,41,Male,Tablet,1 Month
Basic,13,3/11/2022,5/7/2023,Brazil,43,Male,Laptop,1 Month
Standard,13,5/11/2022,7/7/2023,Mexico,35,Male,Laptop,1 Month
Standard,10,6/11/2022,7/7/2023,Spain,51,Male,Smart TV,1 Month
Basic,15,6/11/2022,7/7/2023,Italy,35,Male,Tablet,1 Month
Premium,10,7/11/2022,5/7/2023,Spain,37,Male,Smart TV,1 Month
Basic,10,4/11/2022,6/7/2023,Spain,28,Female,Smartphone,1 Month
Standard,14,2/11/2022,7/7/2023,United States,32,Female,Smartphone,1 Month
Premium,13,27-10-22,7/7/2023,Canada,37,Female,Tablet,1 Month
Basic,11,18-10-22,5/7/2023,United States,37,Female,Tablet,1 Month
Premium,12,7/10/2022,8/7/2023,United States,34,Female,Smart TV,1 Month
Basic,15,4/10/2022,7/7/2023,Canada,30,Female,Tablet,1 Month
Standard,14,17-09-22,7/7/2023,United Kingdom,35,Male,Tablet,1 Month
Standard,14,15-09-22,6/7/2023,Australia,41,Female,Laptop,1 Month
Basic,13,10/9/2022,8/7/2023,Germany,50,Female,Tablet,1 Month
Premium,11,9/9/2022,8/7/2023,France,48,Female,Laptop,1 Month
Basic,12,9/9/2022,8/7/2023,Brazil,29,Male,Smart TV,1 Month
Standard,12,7/9/2022,6/7/2023,Mexico,37,Male,Tablet,1 Month
Premium,15,8/9/2022,8/7/2023,Spain,36,Female,Tablet,1 Month
Basic,15,14-08-22,7/7/2023,Italy,45,Male,Tablet,1 Month
Premium,15,6/8/2022,8/7/2023,Spain,27,Female,Smart TV,1 Month
Basic,12,6/8/2022,6/7/2023,Spain,31,Female,Tablet,1 Month
Standard,11,29-07-22,9/7/2023,United States,42,Female,Tablet,1 Month
Standard,15,28-07-22,6/7/2023,Canada,43,Female,Smartphone,1 Month
Basic,13,24-07-22,7/7/2023,United States,43,Male,Smart TV,1 Month
Premium,15,22-07-22,6/7/2023,United States,35,Female,Laptop,1 Month
Basic,13,19-07-22,10/7/2023,Canada,51,Male,Laptop,1 Month
Standard,13,17-07-22,7/7/2023,United Kingdom,42,Female,Smartphone,1 Month
Premium,13,16-07-22,7/7/2023,Australia,36,Male,Tablet,1 Month
Basic,13,13-07-22,7/7/2023,Germany,50,Female,Tablet,1 Month
Premium,15,14-07-22,9/7/2023,France,43,Female,Laptop,1 Month
Basic,11,7/7/2022,7/7/2023,Brazil,28,Male,Laptop,1 Month
Standard,10,6/7/2022,9/7/2023,Mexico,48,Female,Smart TV,1 Month
Standard,14,30-06-22,7/7/2023,Spain,47,Female,Tablet,1 Month
Basic,12,30-06-22,9/7/2023,Italy,31,Male,Smart TV,1 Month
Premium,14,1/7/2022,6/7/2023,Spain,45,Male,Laptop,1 Month
Basic,15,2/7/2022,9/7/2023,Spain,45,Female,Tablet,1 Month
Standard,14,3/7/2022,6/7/2023,United States,42,Female,Smart TV,1 Month
Premium,12,6/7/2022,8/7/2023,Canada,36,Female,Tablet,1 Month
Basic,14,7/7/2022,7/7/2023,United States,32,Male,Smart TV,1 Month
Basic,10,15-07-22,9/7/2023,United States,50,Male,Tablet,1 Month
Basic,14,17-07-22,6/7/2023,Canada,39,Male,Smart TV,1 Month
Standard,10,26-07-22,8/7/2023,United Kingdom,51,Male,Smartphone,1 Month
Premium,14,5/8/2022,7/7/2023,Australia,49,Female,Tablet,1 Month
Basic,14,12/8/2022,9/7/2023,Germany,42,Male,Tablet,1 Month
Basic,12,14-08-22,6/7/2023,France,46,Male,Tablet,1 Month
Premium,12,15-08-22,7/7/2023,Brazil,30,Male,Smartphone,1 Month
Standard,10,18-08-22,7/7/2023,Mexico,48,Male,Smart TV,1 Month
Standard,12,21-08-22,9/7/2023,Spain,40,Female,Laptop,1 Month
Basic,10,4/9/2022,6/7/2023,Italy,50,Female,Smart TV,1 Month
Premium,15,5/9/2022,7/7/2023,Spain,49,Female,Laptop,1 Month
Standard,11,8/9/2022,7/7/2023,Spain,37,Male,Smartphone,1 Month
Basic,12,15-09-22,8/7/2023,United States,43,Male,Laptop,1 Month
Standard,15,17-09-22,6/7/2023,Canada,40,Female,Tablet,1 Month
